,img_url,bank,category,item_name,item_code,item_filename,required_points,required_partial_points,last_until_date
123,https://rewards.affinbank.com.my/affinrewards/catalog/image/205,affin_bank,Lifestyle,G-Shock Camouflage GD120CM-8DR,,,259125.0,,
124,https://rewards.affinbank.com.my/affinrewards/catalog/image/150,affin_bank,Lifestyle,Casio Men Analog,,,134200.0,,
125,https://rewards.affinbank.com.my/affinrewards/catalog/image/142,affin_bank,Lifestyle,Ralph Lauren 75mlEDP,,,127100.0,,
126,https://rewards.affinbank.com.my/affinrewards/catalog/image/141,affin_bank,Lifestyle,Versace Eros 50mlEDT,,,126900.0,,
127,https://rewards.affinbank.com.my/affinrewards/catalog/image/139,affin_bank,Lifestyle,Jimmy Choo 60ml EDP,,,125250.0,,
128,https://rewards.affinbank.com.my/affinrewards/catalog/image/138,affin_bank,Lifestyle,Issey Miyake 50mlEDT,,,122650.0,,
129,https://rewards.affinbank.com.my/affinrewards/catalog/image/137,affin_bank,Lifestyle,Dunhill 50ml EDP,,,109450.0,,
130,https://rewards.affinbank.com.my/affinrewards/catalog/image/136,affin_bank,Lifestyle,Montblanc legend EDT,,,103300.0,,
131,https://rewards.affinbank.com.my/affinrewards/catalog/image/134,affin_bank,Lifestyle,Leather women wallet,,,53300.0,,
132,https://rewards.affinbank.com.my/affinrewards/catalog/image/132,affin_bank,Lifestyle,Casio Digital Navy,,,76650.0,,
133,https://rewards.affinbank.com.my/affinrewards/catalog/image/130,affin_bank,Lifestyle,ICE Glam Pastel Pink,,,157100.0,,
134,https://rewards.affinbank.com.my/affinrewards/catalog/image/127,affin_bank,Lifestyle,Ice Watch White-Red,,,170750.0,,
135,https://rewards.affinbank.com.my/affinrewards/catalog/image/126,affin_bank,Lifestyle,CAT Watch (Orange),,,181150.0,,
136,https://rewards.affinbank.com.my/affinrewards/catalog/image/125,affin_bank,Lifestyle,CAT WatchBlackYellow,,,181150.0,,
137,https://rewards.affinbank.com.my/affinrewards/catalog/image/123,affin_bank,Lifestyle,Sheaffer 300 Grey,,,88200.0,,
138,https://rewards.affinbank.com.my/affinrewards/catalog/image/122,affin_bank,Lifestyle,Sheaffer VFM Blue,,,35850.0,,
139,https://rewards.affinbank.com.my/affinrewards/catalog/image/121,affin_bank,Lifestyle,LAMY Noto Matt white,,,33250.0,,
140,https://rewards.affinbank.com.my/affinrewards/catalog/image/120,affin_bank,Lifestyle,LAMY Joy Shiny Black,,,53300.0,,
141,https://rewards.affinbank.com.my/affinrewards/catalog/image/276,affin_bank,Travel & Leisure,Terminus Gym Duff (Set),,,175125.0,,
142,https://rewards.affinbank.com.my/affinrewards/catalog/image/275,affin_bank,Travel & Leisure,Terminus Gym Pro (Set),,,175125.0,,
143,https://rewards.affinbank.com.my/affinrewards/catalog/image/274,affin_bank,Travel & Leisure,Ez Pack 2.0,,,86250.0,,
144,https://rewards.affinbank.com.my/affinrewards/catalog/image/273,affin_bank,Travel & Leisure,Ez Carrier Plus,,,82000.0,,
145,https://rewards.affinbank.com.my/affinrewards/catalog/image/272,affin_bank,Travel & Leisure,Terminus Gym Ace,,,128375.0,,
146,https://rewards.affinbank.com.my/affinrewards/catalog/image/271,affin_bank,Travel & Leisure,Deuter City Light Midnight,,,77500.0,,
147,https://rewards.affinbank.com.my/affinrewards/catalog/image/270,affin_bank,Travel & Leisure,Deuter Walker 20,,,149625.0,,
148,https://rewards.affinbank.com.my/affinrewards/catalog/image/269,affin_bank,Travel & Leisure,Legend 24-Red/White,,,98125.0,,
149,https://rewards.affinbank.com.my/affinrewards/catalog/image/268,affin_bank,Travel & Leisure,Avantree Usb Charger Adapter,,,26875.0,,
150,https://rewards.affinbank.com.my/affinrewards/catalog/image/214,affin_bank,Travel & Leisure,"Giordano 28"" 4 Wheel Soft Case",,,248875.0,,
151,https://rewards.affinbank.com.my/affinrewards/catalog/image/212,affin_bank,Travel & Leisure,"STM drifter (M-15"") - navy",,,197250.0,,
152,https://rewards.affinbank.com.my/affinrewards/catalog/image/211,affin_bank,Travel & Leisure,"STM drifter (M-15"")-green camo",,,197250.0,,
153,https://rewards.affinbank.com.my/affinrewards/catalog/image/210,affin_bank,Travel & Leisure,Thunder Dashcam DC3.0 + 16GB,,,235500.0,,
154,https://rewards.affinbank.com.my/affinrewards/catalog/image/156,affin_bank,Travel & Leisure,Deuter Travel belt,,,88200.0,,
155,https://rewards.affinbank.com.my/affinrewards/catalog/image/155,affin_bank,Travel & Leisure,Deuter Giga,,,148800.0,,
156,https://rewards.affinbank.com.my/affinrewards/catalog/image/154,affin_bank,Travel & Leisure,Deuter Go Go,,,97900.0,,
157,https://rewards.affinbank.com.my/affinrewards/catalog/image/152,affin_bank,Travel & Leisure,Skross Classic,,,37050.0,,
158,https://rewards.affinbank.com.my/affinrewards/catalog/image/151,affin_bank,Travel & Leisure,Belkin TravelAdaptor,,,88200.0,,
159,https://rewards.affinbank.com.my/affinrewards/catalog/image/298,affin_bank,Voucher,BHPetrol Voucher RM20,,,15625.0,,
160,https://rewards.affinbank.com.my/affinrewards/catalog/image/187,affin_bank,Voucher,Melium RM200GiftCard,,,105650.0,,
