,img,bank,card_name,cashback_rate,cashback_cap,cashback_benchmark,category,cashback_from,cashback_till,cashback_weekends_only,cashback_monthly_basis,cashback_single_receipt
109,https://ringgitplus.com/img/card-400/58858ff6ce0480ee5d6a3821/uob-yolo-visa.jpg,uob,uob_yolo_visa,5.0,30,from RM15 and above monthly,mininum 5 transactions on online category in a calendar month,15.0,,False,True,False
110,https://ringgitplus.com/img/card-400/58858ff6ce0480ee5d6a3821/uob-yolo-visa.jpg,uob,uob_yolo_visa,5.0,30,from RM15 and above monthly,mininum 5 transactions on dining category in a calendar month,15.0,,False,True,False
111,https://ringgitplus.com/img/card-400/58858ff6ce0480ee5d6a3821/uob-yolo-visa.jpg,uob,uob_yolo_visa,5.0,30,from RM15 and above monthly,mininum 5 transactions on contactless category in a calendar month,15.0,,False,True,False
112,https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,5.0,10000000000,up to RM400 monthly on weekends only,petrol (weekends),0.0,400.0,True,True,False
113,https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,1.0,10000000000,up to RM400 monthly,petrol (weekdays),0.0,400.0,False,True,False
114,https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,5.0,10000000000,up to RM400 monthly on weekends only,groceries (weekends),0.0,400.0,True,True,False
115,https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,0.2,10000000000,up to RM400 monthly,groceries (weekdays),0.0,400.0,False,True,False
116,https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,2.0,10000000000,up to RM300 monthly on weekends only,telecommunication (weekends),0.0,300.0,True,True,False
117,https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,0.2,10000000000,up to RM300 monthly,telecommunication (weekdays),0.0,300.0,False,True,False
118,https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,0.2,10000000000,any amount monthly,other retail,0.0,,False,True,False
119,https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,5.0,10000000000,up to RM200 monthly on weekends only,petrol (weekends),0.0,200.0,True,True,False
120,https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,1.0,10000000000,up to RM200 monthly,petrol (weekdays),0.0,200.0,False,True,False
121,https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,5.0,10000000000,up to RM200 monthly on weekends only,groceries (weekends),0.0,200.0,True,True,False
122,https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,0.2,10000000000,up to RM200 monthly,groceries (weekdays),0.0,200.0,False,True,False
123,https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,2.0,10000000000,up to RM200 monthly on weekends only,telecommunication (weekends),0.0,200.0,True,True,False
124,https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,0.2,10000000000,up to RM200 monthly,telecommunication (weekdays),0.0,200.0,False,True,False
125,https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,0.2,10000000000,any amount monthly,other retail,0.0,,False,True,False
