,img,bank,card_name,point,category,each_spending
35,https://ringgitplus.com/img/card-400/519489e2193821ed4a000024/alliance-bank-visa-platinum.jpg,alliance_bank,alliance_bank_visa_platinum,3.0,on all overseas retail spends,1
36,https://ringgitplus.com/img/card-400/519489e2193821ed4a000024/alliance-bank-visa-platinum.jpg,alliance_bank,alliance_bank_visa_platinum,1.0,on all local retail spends,1
37,https://ringgitplus.com/img/card-400/519489e2193821ed4a000029/alliance-bank-younique-great-rewards.jpg,alliance_bank,alliance_bank_you:nique_-_great_rewards,1.0,on all local and overseas spends,1
38,https://ringgitplus.com/img/card-400/519489e2193821ed4a000022/alliance-bank-visa-infinite.jpg,alliance_bank,alliance_bank_visa_infinite,5.0,on all overseas retail spends,1
39,https://ringgitplus.com/img/card-400/519489e2193821ed4a000022/alliance-bank-visa-infinite.jpg,alliance_bank,alliance_bank_visa_infinite,1.0,on all local retail spends,1
40,https://ringgitplus.com/img/card-400/519489e2193821ed4a000023/alliance-bank-mastercard-platinum.jpg,alliance_bank,alliance_bank_mastercard_platinum,3.0,on all overseas retail spends,1
41,https://ringgitplus.com/img/card-400/519489e2193821ed4a000023/alliance-bank-mastercard-platinum.jpg,alliance_bank,alliance_bank_mastercard_platinum,1.0,on all local retail spends,1
42,https://ringgitplus.com/img/card-400/519489e2193821ed4a000026/alliance-bank-visa-gold.jpg,alliance_bank,alliance_bank_visa_gold,2.0,on all overseas retail spends,1
43,https://ringgitplus.com/img/card-400/519489e2193821ed4a000026/alliance-bank-visa-gold.jpg,alliance_bank,alliance_bank_visa_gold,1.0,on all local retail spends,1
44,https://ringgitplus.com/img/card-400/519489e2193821ed4a000016/alliance-bank-mastercard-classic.jpg,alliance_bank,alliance_bank_mastercard_classic,1.0,on all local and overseas spending,1
45,https://ringgitplus.com/img/card-400/519489e2193821ed4a000025/alliance-bank-mastercard-gold.jpg,alliance_bank,alliance_bank_mastercard_gold,2.0,on all overseas retail spends,1
46,https://ringgitplus.com/img/card-400/519489e2193821ed4a000025/alliance-bank-mastercard-gold.jpg,alliance_bank,alliance_bank_mastercard_gold,1.0,on all local retail spends,1
47,https://ringgitplus.com/img/card-400/519489e2193821ed4a000017/alliance-bank-visa-classic.jpg,alliance_bank,alliance_bank_visa_classic,1.0,on all local and overseas spending,1
48,https://ringgitplus.com/img/card-400/590ad816c110f4691a8062cd/ambank-bonuslink-visa-gold.jpg,ambank,ambank_bonuslink_visa_gold,30.0,"on selected merchants in groceries, online, dining, entertainment, shell petrol and parkson categories",20
49,https://ringgitplus.com/img/card-400/590ad816c110f4691a8062cd/ambank-bonuslink-visa-gold.jpg,ambank,ambank_bonuslink_visa_gold,6.0,on overseas retail transactions,20
50,https://ringgitplus.com/img/card-400/590ad816c110f4691a8062cd/ambank-bonuslink-visa-gold.jpg,ambank,ambank_bonuslink_visa_gold,3.0,on other local retail transactions,20
51,https://ringgitplus.com/img/card-400/519489e2193821ed4a00003b/ambank-visa-platinum.jpg,ambank,ambank_visa_platinum,1.0,on all local retail expenses,1
52,https://ringgitplus.com/img/card-400/519489e2193821ed4a00003b/ambank-visa-platinum.jpg,ambank,ambank_visa_platinum,2.0,on all overseas retail expenses,1
53,https://ringgitplus.com/img/card-400/519489e2193821ed4a000037/ambank-visa-infinite.jpg,ambank,ambank_visa_infinite,5.0,on overseas retail purchases (except online transactions),1
54,https://ringgitplus.com/img/card-400/519489e2193821ed4a000037/ambank-visa-infinite.jpg,ambank,ambank_visa_infinite,1.0,on all local retail expenses,1
55,https://ringgitplus.com/img/card-400/590ae38dc110f4691a8062d3/ambank-bonuslink-visa-platinum.jpg,ambank,ambank_bonuslink_visa_platinum,30.0,"on selected merchants in groceries, online, dining, entertainment, shell petrol and parkson categories",20
56,https://ringgitplus.com/img/card-400/590ae38dc110f4691a8062d3/ambank-bonuslink-visa-platinum.jpg,ambank,ambank_bonuslink_visa_platinum,6.0,overseas retail transactions,20
57,https://ringgitplus.com/img/card-400/590ae38dc110f4691a8062d3/ambank-bonuslink-visa-platinum.jpg,ambank,ambank_bonuslink_visa_platinum,3.0,other local retail transactions,20
58,https://ringgitplus.com/img/card-400/519489e2193821ed4a00003f/ambank-islamic-al-taslif-visa-platinum-card-i.jpg,ambank,ambank_islamic_al-taslif_visa_platinum_card-i,2.0,on all overseas retail expenses (except for online transactions),1
59,https://ringgitplus.com/img/card-400/519489e2193821ed4a00003f/ambank-islamic-al-taslif-visa-platinum-card-i.jpg,ambank,ambank_islamic_al-taslif_visa_platinum_card-i,1.0,on all local retail expenses,1
60,https://ringgitplus.com/img/card-400/519489e2193821ed4a000038/ambank-visa-signature.jpg,ambank,ambank_visa_signature,3.0,on all overseas retail expenses (except for online transactions),1
61,https://ringgitplus.com/img/card-400/519489e2193821ed4a000038/ambank-visa-signature.jpg,ambank,ambank_visa_signature,1.0,on all local retail expenses,1
62,https://ringgitplus.com/img/card-400/519489e2193821ed4a000039/ambank-world-mastercard.jpg,ambank,ambank_world_mastercard,5.0,on all overseas retail expenses (except for online transactions),1
63,https://ringgitplus.com/img/card-400/519489e2193821ed4a000039/ambank-world-mastercard.jpg,ambank,ambank_world_mastercard,1.0,on all local retail expenses,1
64,https://ringgitplus.com/img/card-400/590af1db32d5e6fa36da31e8/ambank-bonuslink-visa-signature.jpg,ambank,ambank_bonuslink_visa_signature,30.0,"on selected merchants in groceries, online, dining, entertainment, shell petrol and parkson categories",20
65,https://ringgitplus.com/img/card-400/590af1db32d5e6fa36da31e8/ambank-bonuslink-visa-signature.jpg,ambank,ambank_bonuslink_visa_signature,6.0,overseas retail transactions,20
66,https://ringgitplus.com/img/card-400/590af1db32d5e6fa36da31e8/ambank-bonuslink-visa-signature.jpg,ambank,ambank_bonuslink_visa_signature,3.0,other local retail transactions,20
67,https://ringgitplus.com/img/card-400/5dc53ebcc22711c828d18a6c/ambank-unionpay-platinum-credit-card.jpg,ambank,ambank_unionpay_platinum_credit_card,5.0,on all overseas retail expenses (except for online transactions),1
68,https://ringgitplus.com/img/card-400/5dc53ebcc22711c828d18a6c/ambank-unionpay-platinum-credit-card.jpg,ambank,ambank_unionpay_platinum_credit_card,1.0,on all local retail expenses,1
69,https://ringgitplus.com/img/card-400/56051c5234a4e55376a16124/bank-islam-infinite-visa-credit-card-i.jpg,bank_islam,bank_islam_infinite_visa_credit_card-i,1.0,on all local and overseas retail expenses,1
70,https://ringgitplus.com/img/card-400/5295b80e28ea575849002407/bank-islam-platinum-visa-credit-card-i.jpg,bank_islam,bank_islam_platinum_visa_credit_card-i,1.0,on all local and overseas retail expenses,1
71,https://ringgitplus.com/img/card-400/519489e2193821ed4a000050/bank-islam-gold-visa-card-i.jpg,bank_islam,bank_islam_gold_visa_card-i,1.0,on all local and overseas retail expenses,1
72,https://ringgitplus.com/img/card-400/519489e2193821ed4a000051/bank-islam-alumni-uitm-platinum-mastercard-card-i.jpg,bank_islam,bank_islam-alumni_uitm_platinum_mastercard_card-i,1.0,on all local and overseas retail expenses,1
73,https://ringgitplus.com/img/card-400/519489e2193821ed4a000053/bank-islam-platinum-mastercard-card-i.jpg,bank_islam,bank_islam_platinum_mastercard_card-i,1.0,on all local and overseas retail expenses,1
74,https://ringgitplus.com/img/card-400/519489e2193821ed4a00004f/bank-islam-gold-mastercard-card-i.jpg,bank_islam,bank_islam_gold_mastercard_card-i,1.0,on all local and overseas retail expenses,1
75,https://ringgitplus.com/img/card-400/563980363c97b2d92da60d90/bank-rakyat-platinum-credit-card-i.jpg,bank_rakyat,bank_rakyat_platinum_credit_card-i,1.0,on all local and overseas retail expenses,10
76,https://ringgitplus.com/img/card-400/5d9ff9a04945eeac7b690da5/bank-rakyat-platinum-explorer-credit-card-i.jpg,bank_rakyat,bank_rakyat_platinum_explorer_credit_card-i,1.0,all retail,10
77,https://ringgitplus.com/img/card-400/519489e2193821ed4a000054/bank-rakyat-classic-credit-card-i.jpg,bank_rakyat,bank_rakyat_classic_credit_card-i,1.0,on all local and overseas retail expenses,10
78,https://ringgitplus.com/img/card-400/519489e2193821ed4a000056/bank-rakyat-gold-credit-card-i.jpg,bank_rakyat,bank_rakyat_gold_credit_card-i,1.0,on all local and overseas retail expenses,10
79,https://ringgitplus.com/img/card-400/5eec7e8eab6acc96484ae826/cimb-e-credit-card.jpg,cimb,cimb_e_credit_card,12.0,on online/contactless transactions for strategic partner special day,1
80,https://ringgitplus.com/img/card-400/5eec7e8eab6acc96484ae826/cimb-e-credit-card.jpg,cimb,cimb_e_credit_card,10.0,on online/contactless transactions on special day,1
81,https://ringgitplus.com/img/card-400/5eec7e8eab6acc96484ae826/cimb-e-credit-card.jpg,cimb,cimb_e_credit_card,5.0,on online transactions on normal day,1
82,https://ringgitplus.com/img/card-400/5eec7e8eab6acc96484ae826/cimb-e-credit-card.jpg,cimb,cimb_e_credit_card,1.0,on in-store pin purchases (everyday),1
83,https://ringgitplus.com/img/card-400/519489e2193821ed4a000074/cimb-visa-infinite.jpg,cimb,cimb_visa_infinite,5.0,on overseas retail spends,1
84,https://ringgitplus.com/img/card-400/519489e2193821ed4a000074/cimb-visa-infinite.jpg,cimb,cimb_visa_infinite,1.0,on local spends,1
85,https://ringgitplus.com/img/card-400/519489e2193821ed4a000086/citi-premiermiles-mastercard.jpg,citibank,citi_premiermiles_mastercard,2.0,on selected online travel merchants,3
86,https://ringgitplus.com/img/card-400/519489e2193821ed4a000086/citi-premiermiles-mastercard.jpg,citibank,citi_premiermiles_mastercard,1.0,on all local expenses,3
87,https://ringgitplus.com/img/card-400/57eddd12655a14fd555f44f2/citi-rewards-mastercard.jpg,citibank,citi_rewards_mastercard,5.0,on all overseas retail (excluding eea transaction),1
88,https://ringgitplus.com/img/card-400/57eddd12655a14fd555f44f2/citi-rewards-mastercard.jpg,citibank,citi_rewards_mastercard,1.0,on other local retails,1
89,https://ringgitplus.com/img/card-400/5dc26df07074fb6543301594/lazada-citi-platinum.jpg,citibank,lazada_citi_platinum,10.0,lazada spends per statement month,1
90,https://ringgitplus.com/img/card-400/5dc26df07074fb6543301594/lazada-citi-platinum.jpg,citibank,lazada_citi_platinum,5.0,"selected lifestyle, travel, health & wellness spend per statement month",1
91,https://ringgitplus.com/img/card-400/5dc26df07074fb6543301594/lazada-citi-platinum.jpg,citibank,lazada_citi_platinum,1.0,other spends,1
92,https://ringgitplus.com/img/card-400/5dc26df07074fb6543301594/lazada-citi-platinum.jpg,citibank,lazada_citi_platinum,1000.0,monthly bonus points,1500
93,https://ringgitplus.com/img/card-400/519489e2193821ed4a000085/citi-clear-mastercard.jpg,citibank,citi_clear_mastercard,3.0,"at borders, topshop, topman, gap, la senza, zouk club kl, vincci, g2000 and sakae sushi!",1
94,https://ringgitplus.com/img/card-400/519489e2193821ed4a000085/citi-clear-mastercard.jpg,citibank,citi_clear_mastercard,1.0,on other retail expenses,1
95,https://ringgitplus.com/img/card-400/519489e2193821ed4a000093/citi-prestige-mastercard.jpg,citibank,citi_prestige_mastercard,2.0,equivalent when you spend in foreign currencies*,1
96,https://ringgitplus.com/img/card-400/519489e2193821ed4a000093/citi-prestige-mastercard.jpg,citibank,citi_prestige_mastercard,1.0,on eligible purchases locally,1
97,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000e3/hsbc-platinum-credit-card.jpg,hsbc,hsbc_platinum_credit_card,8.0,on contactless spend,1
98,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000e3/hsbc-platinum-credit-card.jpg,hsbc,hsbc_platinum_credit_card,5.0,"on online, overseas and groceries expenses",1
99,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000dd/hsbc-visa-signature.jpg,hsbc,hsbc_visa_signature,8.0,on online spend in foreign currency,1
100,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000dd/hsbc-visa-signature.jpg,hsbc,hsbc_visa_signature,5.0,on online retail spends in ringgit malaysia,1
101,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000b8/gsc-hong-leong-platinum-visa.jpg,hong_leong_bank,gsc_-_hong_leong_platinum_visa,3.0,online spend,1
102,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000b8/gsc-hong-leong-platinum-visa.jpg,hong_leong_bank,gsc_-_hong_leong_platinum_visa,1.0,other retail spends,1
103,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000b7/gsc-hong-leong-gold-visa.jpg,hong_leong_bank,gsc_-_hong_leong_gold_visa,3.0,online spend,1
104,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000b7/gsc-hong-leong-gold-visa.jpg,hong_leong_bank,gsc_-_hong_leong_gold_visa,1.0,other retail spends,1
105,https://ringgitplus.com/img/card-400/52de431e78d623a405002db3/hong-leong-visa-infinite.jpg,hong_leong_bank,hong_leong_visa_infinite,5.0,local retail,14
106,https://ringgitplus.com/img/card-400/52de431e78d623a405002db3/hong-leong-visa-infinite.jpg,hong_leong_bank,hong_leong_visa_infinite,5.0,overseas retail,9
107,https://ringgitplus.com/img/card-400/5c25a8533789a7aa1e09058a/hong-leong-airasia-platinum-visa.jpg,hong_leong_bank,hong_leong_airasia_platinum_visa,1.0,for airasia transactions,1
108,https://ringgitplus.com/img/card-400/5c25a8533789a7aa1e09058a/hong-leong-airasia-platinum-visa.jpg,hong_leong_bank,hong_leong_airasia_platinum_visa,1.0,for overseas transactions,2
109,https://ringgitplus.com/img/card-400/5c25a8533789a7aa1e09058a/hong-leong-airasia-platinum-visa.jpg,hong_leong_bank,hong_leong_airasia_platinum_visa,1.0,for local transactions,3
110,https://ringgitplus.com/img/card-400/5c25e03bf38a34286a6bb3b1/hong-leong-airasia-gold-visa.jpg,hong_leong_bank,hong_leong_airasia_gold_visa,1.0,for airasia transactions,1
111,https://ringgitplus.com/img/card-400/5c25e03bf38a34286a6bb3b1/hong-leong-airasia-gold-visa.jpg,hong_leong_bank,hong_leong_airasia_gold_visa,1.0,for overseas transactions,2
